timeseries;label
1675429669253_2000;0
1675429681253_2000;0
1675429693253_2000;0
1675429705253_2000;0
1675429717253_2000;0
1675429729253_2000;0
1675429741253_2000;0
1675429753253_2000;0
1675429765253_3000;0
1675429777253_3000;0
1675429789253_3000;0
1675429801253_3000;0
1675429813253_3000;0
1675429825253_3000;0
1675429837253_3000;0
1675429849253_3000;0
1675429861253_4000;0
1675429873253_4000;0
1675429885253_4000;0
1675429897253_4000;0
1675429909253_4000;0
1675429921253_4000;0
1675429933253_4000;0
1675429945253_4000;0
1675429957253_5000;0
1675429969253_5000;0
1675429981253_5000;0
1675429993253_5000;0
1675430005253_5000;0
1675430017253_5000;0
1675430029253_5000;0
1675430041253_5000;0
1675430053253_6000;0
1675430065253_6000;0
1675430077253_6000;0
1675430089253_6000;0
1675430101253_6000;0
1675430113253_6000;0
1675430125253_6000;0
1675430137253_6000;0
1675430149253_7000;0
1675430161253_7000;0
1675430173253_7000;0
1675430185253_7000;0
1675430197253_7000;0
1675430209253_7000;0
1675430221253_7000;0
1675430233253_7000;0
1675430245253_8000;0
1675430257253_8000;0
1675430269253_8000;0
1675430281253_8000;0
1675430293253_8000;0
1675430305253_8000;0
1675430317253_8000;0
1675430329253_8000;0
1675430341253_8500;0
1675430353253_8500;0
1675430365253_8500;0
1675430377253_8500;0
1675430389253_8500;0
1675430401253_8500;0
1675430413253_8500;0
1675430425253_8500;0
1675430437253_5000;1
1675430449253_5000;1
1675430461253_5000;1
1675430473253_5000;1
1675430485253_5000;1
1675430497253_5000;1
1675430509253_5000;1
1675430521253_5000;1
1675430533253_6000;1
1675430545253_6000;1
1675430557253_6000;1
1675430569253_6000;1
1675430581253_6000;1
1675430593253_6000;1
1675430605253_6000;1
1675430617253_6000;1
1675430629253_7000;1
1675430641253_7000;1
1675430653253_7000;1
1675430665253_7000;1
1675430677253_7000;1
1675430689253_7000;1
1675430701253_7000;1
1675430713253_7000;1
1675430725253_8000;1
1675430737253_8000;1
1675430749253_8000;1
1675430761253_8000;1
1675430773253_8000;1
1675430785253_8000;1
1675430797253_8000;1
1675430809253_8000;1
1675430821253_8500;1
1675430833253_8500;1
1675430845253_8500;1
1675430857253_8500;1
1675430869253_8500;1
1675430881253_8500;1
1675430893253_8500;1
1675430905253_8500;1
