timeseries;label
1675429767346_2000;0
1675429779346_2000;0
1675429791346_2000;0
1675429803346_2000;0
1675429815346_2000;0
1675429827346_2000;0
1675429839346_2000;0
1675429851346_2000;0
1675429863346_2000;0
1675429875346_2000;0
1675429887346_2000;0
1675429899346_2000;0
1675429911346_2000;0
1675429923346_2000;0
1675429935346_2000;0
1675429947346_2000;0
1675429959346_3000;0
1675429971346_3000;0
1675429983346_3000;0
1675429995346_3000;0
1675430007346_3000;0
1675430019346_3000;0
1675430031346_3000;0
1675430043346_3000;0
1675430055346_3000;0
1675430067346_3000;0
1675430079346_3000;0
1675430091346_3000;0
1675430103346_3000;0
1675430115346_3000;0
1675430127346_3000;0
1675430139346_3000;0
1675430151346_4000;0
1675430163346_4000;0
1675430175346_4000;0
1675430187346_4000;0
1675430199346_4000;0
1675430211346_4000;0
1675430223346_4000;0
1675430235346_4000;0
1675430247346_4000;0
1675430259346_4000;0
1675430271346_4000;0
1675430283346_4000;0
1675430295346_4000;0
1675430307346_4000;0
1675430319346_4000;0
1675430331346_4000;0
1675430343346_5000;0
1675430355346_5000;0
1675430367346_5000;0
1675430379346_5000;0
1675430391346_5000;0
1675430403346_5000;0
1675430415346_5000;0
1675430427346_5000;0
1675430439346_5000;0
1675430451346_5000;0
1675430463346_5000;0
1675430475346_5000;0
1675430487346_5000;0
1675430499346_5000;0
1675430511346_5000;0
1675430523346_5000;0
1675430535346_6000;0
1675430547346_6000;0
1675430559346_6000;0
1675430571346_6000;0
1675430583346_6000;0
1675430595346_6000;0
1675430607346_6000;0
1675430619346_6000;0
1675430631346_6000;0
1675430643346_6000;0
1675430655346_6000;0
1675430667346_6000;0
1675430679346_6000;0
1675430691346_6000;0
1675430703346_6000;0
1675430715346_6000;0
1675430727346_7000;0
1675430739346_7000;0
1675430751346_7000;0
1675430763346_7000;0
1675430775346_7000;0
1675430787346_7000;0
1675430799346_7000;0
1675430811346_7000;0
1675430823346_7000;0
1675430835346_7000;0
1675430847346_7000;0
1675430859346_7000;0
1675430871346_7000;0
1675430883346_7000;0
1675430895346_7000;0
1675430907346_7000;0
1675430919346_8000;0
1675430931346_8000;0
1675430943346_8000;0
1675430955346_8000;0
1675430967346_8000;0
1675430979346_8000;0
1675430991346_8000;0
1675431003346_8000;0
1675431015346_8000;0
1675431027346_8000;0
1675431039346_8000;0
1675431051346_8000;0
1675431063346_8000;0
1675431075346_8000;0
1675431087346_8000;0
1675431099346_8000;0
1675431111346_8500;0
1675431123346_8500;0
1675431135346_8500;0
1675431147346_8500;0
1675431159346_8500;0
1675431171346_8500;0
1675431183346_8500;0
1675431195346_8500;0
1675431207346_8500;0
1675431219346_8500;0
1675431231346_8500;0
1675431243346_8500;0
1675431255346_8500;0
1675431267346_8500;0
1675431279346_8500;0
1675431291346_8500;0
1675431303346_5000;1
1675431315346_5000;1
1675431327346_5000;1
1675431339346_5000;1
1675431351346_5000;1
1675431363346_5000;1
1675431375346_5000;1
1675431387346_5000;1
1675431399346_5000;1
1675431411346_5000;1
1675431423346_5000;1
1675431435346_5000;1
1675431447346_5000;1
1675431459346_5000;1
1675431471346_5000;1
1675431483346_5000;1
1675431495346_6000;1
1675431507346_6000;1
1675431519346_6000;1
1675431531346_6000;1
1675431543346_6000;1
1675431555346_6000;1
1675431567346_6000;1
1675431579346_6000;1
1675431591346_6000;1
1675431603346_6000;1
1675431615346_6000;1
1675431627346_6000;1
1675431639346_6000;1
1675431651346_6000;1
1675431663346_6000;1
1675431675346_6000;1
1675431687346_7000;1
1675431699346_7000;1
1675431711346_7000;1
1675431723346_7000;1
1675431735346_7000;1
1675431747346_7000;1
1675431759346_7000;1
1675431771346_7000;1
1675431783346_7000;1
1675431795346_7000;1
1675431807346_7000;1
1675431819346_7000;1
1675431831346_7000;1
1675431843346_7000;1
1675431855346_7000;1
1675431867346_7000;1
1675431879346_8000;1
1675431891346_8000;1
1675431903346_8000;1
1675431915346_8000;1
1675431927346_8000;1
1675431939346_8000;1
1675431951346_8000;1
1675431963346_8000;1
1675431975346_8000;1
1675431987346_8000;1
1675431999346_8000;1
1675432011346_8000;1
1675432023346_8000;1
1675432035346_8000;1
1675432047346_8000;1
1675432059346_8000;1
1675432071346_8500;1
1675432083346_8500;1
1675432095346_8500;1
1675432107346_8500;1
1675432119346_8500;1
1675432131346_8500;1
1675432143346_8500;1
1675432155346_8500;1
1675432167346_8500;1
1675432179346_8500;1
1675432191346_8500;1
1675432203346_8500;1
1675432215346_8500;1
1675432227346_8500;1
1675432239346_8500;1
1675432251346_8500;1
